Ime županije;Ime grada/općine;MBR naselja;Ime naselja;RBR ulice/trga;Ime ulice/trga;Opis značenja imena ulice/trga
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0004;Dolci;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0005;Dorčići;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0007;Đurkovići;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0009;Glavna cesta;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0011;Jakopići;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0012;Klanjec;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0013;Kovačići;Kovačić / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0014;Krčevina;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0015;Kuntaš;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0016;Ledinice;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0017;Lušci;Lušci / negdašnji zaselaknaziv zemljišta/lug-šuma
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0018;Mladina;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0019;Pahorit;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0020;Podolčica;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0021;Polovanci;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0022;Reber;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0023;Rimski put;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0024;Trakuliščica;Trakuliščica / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0028;Ulica Ota Habeka;
Grad Zagreb;GRAD ZAGREB;016268;Đurđekovec;0029;Aleja mira;aleja koja vodi prema groblju Markovo polje
Grad Zagreb;GRAD ZAGREB;017337;Gajec;0002;Gaječka ulica;
Grad Zagreb;GRAD ZAGREB;017337;Gajec;0003;Ulica Lovre Sedinića;
Grad Zagreb;GRAD ZAGREB;017337;Gajec;0004;Soblinečka cesta;
Grad Zagreb;GRAD ZAGREB;017337;Gajec;0005;Ulica Stjepana Vojnovića;
Grad Zagreb;GRAD ZAGREB;017337;Gajec;0006;Zaluka;zaluka, svaki zakrivljeni prostor/naziv zemljišta
Grad Zagreb;GRAD ZAGREB;017337;Gajec;0007;Paruževinska cesta;Paruževina / predjel Grada Zagreba
Grad Zagreb;GRAD ZAGREB;017337;Gajec;0008;Kratka ulica;toponim
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0001;Bučijeva ulica;
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0002;Čergarova ulica;
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0003;Ferenčakova ulica;
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0004;Fijanova ulica;"Andrija Fijan / ""redatelj i glumac; 1851 - 1911"""
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0005;Friganova ulica;
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0007;Glavnička cesta;
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0008;Kraljeva ulica;
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0009;Mladičkova ulica;
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0010;Šijanskova ulica;
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0011;Trg žrtava fašizma;
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0012;Valetićeva ulica;
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0013;Vinogradarska ulica;
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0014;Zagorska ulica;"Hrvatsko zagorje / ""kulturno-povijesna i prirodna regija, od Zagreba odvojena Medvednicom"""
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0020;Gajeva ulica;"Ljudevit Gaj / preporoditelj, jezikoslovac i književnik, autor budnice ""Još Hrvatska nij' propala...""; 1809-1872"
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0021;Čumigaševa ulica;
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0022;Ulica Matije Gupca;
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0023;Kunjkova ulica;
Grad Zagreb;GRAD ZAGREB;017876;Glavnica Donja;0024;Bastalićeva ulica II.;
Grad Zagreb;GRAD ZAGREB;017884;Glavnica Gornja;0001;Gajeva ulica;"Ljudevit Gaj / preporoditelj, jezikoslovac i književnik, autor budnice ""Još Hrvatska nij' propala...""; 1809-1872"
Grad Zagreb;GRAD ZAGREB;017884;Glavnica Gornja;0003;Kašnarova ulica;
Grad Zagreb;GRAD ZAGREB;017884;Glavnica Gornja;0004;Glavnička cesta;
Grad Zagreb;GRAD ZAGREB;017884;Glavnica Gornja;0005;Gornji Levaki;
Grad Zagreb;GRAD ZAGREB;017884;Glavnica Gornja;0010;Gajeva ulica I. odvojak;"Ljudevit Gaj / preporoditelj, jezikoslovac i književnik, autor budnice ""Još Hrvatska nij' propala...""; 1809-1872"
Grad Zagreb;GRAD ZAGREB;017884;Glavnica Gornja;0011;Markovići;
Grad Zagreb;GRAD ZAGREB;017884;Glavnica Gornja;0012;Paji;
Grad Zagreb;GRAD ZAGREB;017884;Glavnica Gornja;0013;Starjački;
Grad Zagreb;GRAD ZAGREB;017884;Glavnica Gornja;0014;Gajeva ulica II. odvojak;"Ljudevit Gaj / preporoditelj, jezikoslovac i književnik, autor budnice ""Još Hrvatska nij' propala...""; 1809-1872"
Grad Zagreb;GRAD ZAGREB;017884;Glavnica Gornja;0015;Grohot;
Grad Zagreb;GRAD ZAGREB;017892;Glavničica;0001;Đurci;
Grad Zagreb;GRAD ZAGREB;017892;Glavničica;0002;Glavničica;
Grad Zagreb;GRAD ZAGREB;017892;Glavničica;0003;Kružna ulica;
Grad Zagreb;GRAD ZAGREB;017892;Glavničica;0004;Puretićeva ulica;
Grad Zagreb;GRAD ZAGREB;017892;Glavničica;0005;Petrasi;
Grad Zagreb;GRAD ZAGREB;018180;Goli Breg;0001;Desprimska ulica;
Grad Zagreb;GRAD ZAGREB;018180;Goli Breg;0002;Desprimska ulica III. odvojak;
Grad Zagreb;GRAD ZAGREB;018180;Goli Breg;0003;Golobreška ulica;
Grad Zagreb;GRAD ZAGREB;018180;Goli Breg;0004;Golobreška ulica I. odvojak;
Grad Zagreb;GRAD ZAGREB;018180;Goli Breg;0005;Golobreška ulica II. odvojak;
Grad Zagreb;GRAD ZAGREB;018180;Goli Breg;0006;Golobreška ulica III. odvojak;
Grad Zagreb;GRAD ZAGREB;018180;Goli Breg;0007;Golobreška ulica IV. odvojak;
Grad Zagreb;GRAD ZAGREB;018180;Goli Breg;0008;Harabajsi odvojak;
Grad Zagreb;GRAD ZAGREB;018180;Goli Breg;0009;Palčići odvojak;
Grad Zagreb;GRAD ZAGREB;018180;Goli Breg;0011;Drežnik IV. odvojak;
Grad Zagreb;GRAD ZAGREB;018538;Goranec;0001;Glavna ulica;
Grad Zagreb;GRAD ZAGREB;018538;Goranec;0003;Kamenščica;
Grad Zagreb;GRAD ZAGREB;018538;Goranec;0004;Pajurini;
Grad Zagreb;GRAD ZAGREB;018538;Goranec;0005;Pavlovići;
Grad Zagreb;GRAD ZAGREB;018538;Goranec;0006;Pekčeci;
Grad Zagreb;GRAD ZAGREB;018538;Goranec;0007;Prališće;
Grad Zagreb;GRAD ZAGREB;018538;Goranec;0008;Rožići;
Grad Zagreb;GRAD ZAGREB;018538;Goranec;0009;Šebeki;
Grad Zagreb;GRAD ZAGREB;018538;Goranec;0010;Židaki;
Grad Zagreb;GRAD ZAGREB;018538;Goranec;0012;Profin odvojak;
Grad Zagreb;GRAD ZAGREB;018538;Goranec;0017;Vugrovečka ulica;Vugrovec/Vuger / negdašnje selo i biskupski posjed/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;018538;Goranec;0018;Kuntići;
Grad Zagreb;GRAD ZAGREB;018538;Goranec;0020;Ulica Draga;
Grad Zagreb;GRAD ZAGREB;018538;Goranec;0021;Drenovec;
Grad Zagreb;GRAD ZAGREB;020362;Gornji Čehi;0001;Ulica Slavka Čora;"Slavko Čor / ""antifašist; 1897 - 1941"""
Grad Zagreb;GRAD ZAGREB;020362;Gornji Čehi;0002;Dupci;Dupci / naziv zemljišta/dub - hrast
Grad Zagreb;GRAD ZAGREB;020362;Gornji Čehi;0003;Ulica remetinečkih žrtava;ulica nazvana u spomen na tridesetoricu talaca, žrtava fašističkog terora obješenih 10 veljače 1945
Grad Zagreb;GRAD ZAGREB;020362;Gornji Čehi;0004;Stari dvor;dvor - kuća
Grad Zagreb;GRAD ZAGREB;020362;Gornji Čehi;0006;Sisačka cesta IV. odvojak;Sisak / grad, jedno od najstarijih naselja središnje Hrvatske iz 4 st prije Krista/Pokuplje
Grad Zagreb;GRAD ZAGREB;020362;Gornji Čehi;0007;Lucmanova ulica;
Grad Zagreb;GRAD ZAGREB;020460;Gornji Dragonožec;0002;Gornjodragonoška cesta;
Grad Zagreb;GRAD ZAGREB;020460;Gornji Dragonožec;0003;Pučki;
Grad Zagreb;GRAD ZAGREB;020460;Gornji Dragonožec;0004;Goljački put;
Grad Zagreb;GRAD ZAGREB;020460;Gornji Dragonožec;0005;Komadovo;
Grad Zagreb;GRAD ZAGREB;020460;Gornji Dragonožec;0006;Pod goljakom;
Grad Zagreb;GRAD ZAGREB;020460;Gornji Dragonožec;0007;Pod selom;
Grad Zagreb;GRAD ZAGREB;020460;Gornji Dragonožec;0008;Pri žednjaku;
Grad Zagreb;GRAD ZAGREB;020460;Gornji Dragonožec;0009;Gornjodragonoška cesta I. odvojak;
Grad Zagreb;GRAD ZAGREB;020460;Gornji Dragonožec;0010;Stari dom;
Grad Zagreb;GRAD ZAGREB;020460;Gornji Dragonožec;0011;Suplojte;
Grad Zagreb;GRAD ZAGREB;020460;Gornji Dragonožec;0012;Vušni vrh;
Grad Zagreb;GRAD ZAGREB;020460;Gornji Dragonožec;0013;Pučki I. odvojak;
Grad Zagreb;GRAD ZAGREB;020460;Gornji Dragonožec;0014;Pučki II. odvojak;
Grad Zagreb;GRAD ZAGREB;020460;Gornji Dragonožec;0015;Mrzlo polje;
Grad Zagreb;GRAD ZAGREB;020460;Gornji Dragonožec;0016;Lovački put;
Grad Zagreb;GRAD ZAGREB;021202;Gornji Trpuci;0002;Babići;Babić / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;021202;Gornji Trpuci;0003;Cerjani;
Grad Zagreb;GRAD ZAGREB;021202;Gornji Trpuci;0004;Cerjani I.;
Grad Zagreb;GRAD ZAGREB;021202;Gornji Trpuci;0005;Cerjani II.;
Grad Zagreb;GRAD ZAGREB;021202;Gornji Trpuci;0006;Gaj;Gaj / naziv zemljišta/gaj-šuma
Grad Zagreb;GRAD ZAGREB;021202;Gornji Trpuci;0007;Horvati;
Grad Zagreb;GRAD ZAGREB;021202;Gornji Trpuci;0008;Ključi;
Grad Zagreb;GRAD ZAGREB;021202;Gornji Trpuci;0009;Križanja;
Grad Zagreb;GRAD ZAGREB;021202;Gornji Trpuci;0010;Macekovići;
Grad Zagreb;GRAD ZAGREB;021202;Gornji Trpuci;0011;Pod gajom;
Grad Zagreb;GRAD ZAGREB;021202;Gornji Trpuci;0012;Topolje;
Grad Zagreb;GRAD ZAGREB;022306;Grančari;0001;Grančarska ulica;
Grad Zagreb;GRAD ZAGREB;022306;Grančari;0002;Grančarska ulica I. odvojak;
Grad Zagreb;GRAD ZAGREB;022306;Grančari;0003;Grančarska ulica II. odvojak;
Grad Zagreb;GRAD ZAGREB;022306;Grančari;0004;Grančarska ulica III. odvojak;
Grad Zagreb;GRAD ZAGREB;022306;Grančari;0006;Hudobička ulica I. odvojak;
Grad Zagreb;GRAD ZAGREB;022306;Grančari;0007;Hudobička ulica;
Grad Zagreb;GRAD ZAGREB;022306;Grančari;0008;Pašinec;
Grad Zagreb;GRAD ZAGREB;023302;Havidić Selo;0002;Botrena steza;
Grad Zagreb;GRAD ZAGREB;023302;Havidić Selo;0003;Havidićka cesta;Havidić / Havidić, prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;023302;Havidić Selo;0004;Korakovo;Korakovo / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;023302;Havidić Selo;0005;Kuti;
Grad Zagreb;GRAD ZAGREB;023302;Havidić Selo;0006;Mikin put;
Grad Zagreb;GRAD ZAGREB;023302;Havidić Selo;0007;Viduševina;
Grad Zagreb;GRAD ZAGREB;023302;Havidić Selo;0008;Korakovo I. odvojak;Korakovo / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;023302;Havidić Selo;0009;Mikin put I. odvojak;Mikin put / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;023302;Havidić Selo;0010;Vurutski put;Vurutski put / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;023302;Havidić Selo;0011;Šafrani;Šafran / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;023302;Havidić Selo;0012;Katuni;Katuni / naziv zemljišta/katun-planinsko pastirsko naselje
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0002;Bencekovići;Benceković / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0003;Bencekovići I. odvojak;Benceković / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0004;Derdići;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0005;Derdići I. odvojak;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0006;Derdići II. odvojak;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0007;Dubrave;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0008;Gorjanci;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0009;Hercegi;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0010;Herceški odvojak;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0011;Herceški put;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0012;Horvaćanski trg;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0013;Horvati;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0014;Horvatski ogranak;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0015;Karasmani;Karasman / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0016;Komari;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0017;Komari I. odvojak;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0018;Komari II. odvojak;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0019;Kozijanka;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0020;Mavračići;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0021;Mavračićki odvojak;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0022;Mokrice;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0023;Nabrežje;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0024;Paladinići;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0025;Paladinići I. odvojak;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0026;Paladinići II. odvojak;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0027;Palijaši;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0028;Palijaški odvojak;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0029;Palijaški ogranak;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0030;Pipić breg;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0031;Pipići;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0033;Premužićki put;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0034;Prevendari;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0035;Prevendarski odvojak;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0036;Reščići;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0037;Slemenska cesta;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0038;Sučevci;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0039;Širanovići;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0040;Širanovići I. odvojak;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0041;Širanovići II. odvojak;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0042;Šumska cesta;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0045;Karlovačka cesta;Karlovac / grad u središnjoj Hrvatskoj, osnovan kao obrambena tvrđava 13 srpnja 1579 po vojvodi Karlu Habsburškom
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0046;Babići;Babić / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0047;Horvatski bukovec;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0048;Dobrinec;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0049;Dugava;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0050;Gajic;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0051;Golubička;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0052;Krči;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0053;Pred vrata;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0054;Pružna ulica;
Grad Zagreb;GRAD ZAGREB;023507;Horvati;0055;Var;Var / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0001;Ulica Antuna Arbanasa;"Antun Arbanas / ""sudionik NOB-a; 1926 - 1945"""
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0002;Ulica Antuna Arbanasa I. odvojak;"Antun Arbanas / ""sudionik NOB-a; 1926 - 1945"""
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0003;Bačurini;Bačurin / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0004;Ulica braće Korenika;ulica nazvana u spomen na žrtve fašističkog terora 1944. obitelji Korenika: Bara, Ljuba, Imbro, Milka i Vid
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0005;Cvetkovići;Cvetković / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0006;Hrašćanska ulica;Hrašće / negdašnje selo nazvano po okolnim hrastovim šumama, kaptolski posjed/naselje grada Zagreba
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0007;Ulica Antuna Kolarića;"Antun Kolarić / antifašist; 1911-1945"
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0008;Kosi;Kos / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0009;Krajačići;Krajačić / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0010;Križanići;Križanić / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0011;Nova cesta;
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0012;Novozagrebačka ulica;Novi Zagreb / predjel grada Zagreba južno od Save, čija planska gradnja počinje 1957 izgradnjom sjevernog dijela naselja Savski Gaj
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0013;Odranska ulica;Odra/Odra Sveti Juraj/Adra / selo na kaptolskom posjedu Zaprudje
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0014;Pinturska ulica;Pintur / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0015;Šafranići;Šafranić / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0016;Trg Jurja Muliha;"Juraj Mulih / ""isusovac, kajkavski pisac; 1694 - 1754"""
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0017;Velika cesta;cesta koja povezuje naselja Buzin, Hrašće Turopoljsko, Mala Mlaka i Odra
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0018;Vrtna ulica;
Grad Zagreb;GRAD ZAGREB;023698;Hrašće Turopoljsko;0020;Malopoljska ulica;Malo polje / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0001;Ulica Mirka Bedeka;"Mirko Bedek / ""antifašist; 1914 - 1941"""
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0002;Biljanska ulica;Donje i Gornje Biljane / naselja u Ravnim kotarima kod Škabrnje/Dalmacija
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0003;Bugarova ulica;Bugar / nadimak starosjedilaca
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0004;Ciglarska ulica;Ciglari / naselje kod Bednje/Hrvatsko Zagorje
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0005;Delićeva ulica;Delić / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0006;Demerje;Demerje / negdašnje selo i kaptolski posjed/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0007;Dolenica;Dolenica / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0008;Gajić;Gajić / naziv zemljišta/mali gaj - šumarak
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0009;Graševačka ulica;Graševac / naselje kod Bednje/Hrvatsko Zagorje
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0010;Hojnikova ulica;Hojnik / prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0011;Ivančica;ivančica/margarita - cvijet
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0012;Jezeranska ulica;Jezerane / naselje kod Brinja/Lika
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0013;Kalinovo;Kalinovo / naziv zemljišta po vlasniku Kalinu
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0014;Kostanjevička ulica;Kostanjevica / negdašnje selo kod Krapine
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0015;Krasnička ulica;Krasnica / zaselak Gornjeg Zagona kod Novog Vinodolskog/Hrvatsko primorje
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0016;Krška ulica;Krš / naselje kod Perušića/Lika
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0017;Leskovački brijeg;Leskovec / negdašnji kaptolski posjed i selo/lijeska - šuma lješnjaka
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0018;Markulinka;Markulinka / naziv zemljišta/Markulin, prezime starosjedilaca
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0019;Mejna ulica;meja - granica
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0020;Mladinska ulica;Mladina / kurija i vinski podrum grofova Erd?dyja iz XVI st u vinogorju Plešivica - Okić
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0021;Molbička ulica;Molbice / vinogradi  i zaseok kod Samobora
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0022;Nedeljska ulica;Sveta Nedelja / grad sjeverozapadno od Zagreba
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0023;Novi put;
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0024;Pavlovačka ulica;Pavlovac / naselje kod Slunja/Kordun
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0025;Pilinka;Pilinka / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0026;Podokićka ulica;područje podno Okića, istočnog hrpta Plešivice
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0027;Poljski put;
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0028;Potočna ulica;potok
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0029;Povrtnica;Povrtnica / naziv zemljišta na kojem se uzgaja(la) povrtnica - rotkvica
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0030;Prečna ulica;Prečno / naselje uz Savu, jugozapadno od Ivanić - Grada/Moslavina
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0031;Pružna ulica;ulica uz željezničku prugu
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0032;Ribarska ulica;Ribari / naselje uz Kupu, istočno od Karlovca
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0033;Skradnička ulica;Skradnik / naselje kod Josipdola i Oštarija/Lika
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0034;Stajnička ulica;Stajnica / naselje kod Brinja/Lika
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0035;Stara cesta;Stara cesta / udomaćen naziv za stari put
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0036;Tratinska ulica;tratina, naziv neobrađenog zemljišta
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0037;Travarski odvojak;Travarsko / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0038;Travarsko;Travarsko / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0039;Tvornička ulica;
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0040;Ulica 15. travnja 1944. godine;spomen na civilne žrtve fašističkog terora: Miju Bencetića, Stjepana Maretića, Franju Juratovića, Ivana Pleše, Imbru Klepca i Franju Hlebetinu
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0041;Uska ulica;
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0042;Ventilatorska cesta;"ulica nazvana prema tvornici ""Ventilator"", osnovanoj 1932 za proizvodnju uređaja za ventilaciju, klimatizaciju i grijanje toplim zrakom"
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0043;Zastavnice;Zastavnice / naziv zemljišta
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0044;Zgrabljićeva ulica;
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0045;Hrvatskoselska ulica;Hrvatsko Selo / naselje kod Topuskog/Kordun
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0046;Povrtlarska ulica;povrtlarstvo, grana zemljoradnje u okviru ratarstva koja se bavi uzgojem povrtnih biljaka (povrća)
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0047;Zelena ulica;
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0048;Puškarićeva ulica;"Franjo Puškarić / ""sudionik Španjoskog građanskog rata; 1908 - 1937"""
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0049;Trg hrvatskih branitelja Domovinskog rata;trg nazvan u čast hrvatskim braniteljima iz Domovinskog rata
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0050;Gornjodemerska ulica;Demerje / negdašnje selo i kaptolski posjed/predjel grada Zagreba
Grad Zagreb;GRAD ZAGREB;024031;Hrvatski Leskovac;0051;Jadranska avenija;avenija koja vodi na Jadran
