Broj upisnog lista;Naziv kazalista;Telefon kazalista;Fax kazalista;Email kazalista;Zupanija;Grad;Adresa kazalista;Status kazalista;Web kazalista;Naziv osnivaca kazalista;Zupanija osnivaca;Grad osnivaca;Adresa osnivaca;Naziv pravne osobe;Zupanija pravne osobe;Grad pravne osobe;Adresa pravne osobe;Tel pravne osobe;Fax pravne osobe;Email pravne osobe;Broj akta o osnivanju;Datum osnivanja akta;Broj statuta;Datum statuta;Broj upisa u registar;Datum upisa u registar;Intendant ravnatelj;Broj akta o imenovanju;Datum imenovanja intendanta;Popis članova;Napomena;
KAZ-054;TEATAR &TD;01/45 93 636, 45 93 552;;itd@sczg.hr;Grad Zagreb;Grad Zagreb;Savska cesta 25;Ustanova;www.sczg.hr;Sveučilište u Zagrebu, Studentski centar u Zagrebu;Grad Zagreb;Grad Zagreb;Savska cesta 25;Sveučlište u Zagrebu, Studentski centar u Zagrebu;Grad Zagreb;Grad Zagreb;Savska cesta 25;;;;P-850;1.6.1957. 0:00:00;01/01-76/2007;9.12.2006. 0:00:00;MBS: 080236845;11.7.2007. 0:00:00;Nataša Rajković - pomoćnica ravnatelja SC-a za kulturu, Lada Čikara - upraviteljica programske cjeline Teatar&td;Nataša Rajković - broj ugovora 1197 od 12.01.2005., Lada Čikara - broj ugovora 1360 od 01.07.2006.;12.1.2005. 0:00:00;dr. sc. Marin Blažević, profesor na ADU  mr. Agata Juniku, novinarka  Nataša Dangubić, dramska umjetnica  Goran Ferčec, student dramaturgije  Nataša Rajković, pomoćnica ravnatelja SC-a za kulturu, redateljica;TEATAR &TD je dio ustrojbene jedinice Studentskog centra u Zagrebu;
KAZ-056;TIGAR TEATAR;01/ 46 49 931;01/ 45 73 020;tigar.teatar@zg.t-com.hr;Grad Zagreb;Grad Zagreb;Nova Ves 79;Umjetnička organizacija;www.tigarteatar.com;Ida Mati, Matija Bitanga, Leo Vukelić, Branislav Teslić;Grad Zagreb;Grad Zagreb;Laginjina 9;;;;;;;;;21.3.2004. 0:00:00;;21.3.2004. 0:00:00;165;24.4.2004. 0:00:00;Ida Mati;Rješenje MK KLasa: UP/I-612-01/04-01-10;20.4.2004. 0:00:00;Iva Matija Bitanga, VSS, samostalna umjetnica  Leo Vukelić, VSS, akademski kipar  Branislav Teslić, SSS, animator;;
KAZ-050/1;TEATRIN GRDELIN;01/ 36 32 051;01/ 36 34 504;info@teatrin-grdelin.hr;Grad Zagreb;Grad Zagreb;Antuna Štrbana 10;Umjetnička organizacija;;Ivica Mijačika, Nenad Marasović;Grad Zagreb;Grad Zagreb;Antuna Štrbana 10, Medvščak 58;;;;;;;;Odluka o osnivanju;19.10.2000. 0:00:00;;20.10.2000. 0:00:00;Reg. broj 81;8.12.2000. 0:00:00;Ivica Mijačika;Klasa: UPI/I-612-01/00-01-26;8.12.2000. 0:00:00;;;
KAZ-058;KAZALIŠNA DRUŽINA PONTO;01/377 22 36, 098/ 283 679;;;Grad Zagreb;Grad Zagreb;Republike Austrije 7;Umjetnička organizacija;;Vida Jerman, Ingrid Begović, Dalibor Jelavić;Grad Zagreb;Grad Zagreb;Republike Austrije 7;;;;;;;;;2.10.1997. 0:00:00;;2.10.1997. 0:00:00;Reg. broj: 36;15.10.1997. 0:00:00;Vida Jerman;Klasa: 612-01/97-01-1131, Ur.broj: 532-03-3/1-97-01, rješenje Ministarstva kulture;15.10.1997. 0:00:00;;;
KAZ-061;MISSART;01/ 30 94 162;;dominik.galic@missart.hr;Grad Zagreb;Grad Zagreb;Tratinska 53;Umjetnička organizacija;;Matija Prskalo i Aleksandra Galić;Grad Zagreb;Grad Zagreb;Tratinska 53;Umjetnička organizacija Missart;Grad Zagreb;Grad Zagreb;Tratinska 53;;;;153;14.10.2003. 0:00:00;;26.9.2003. 0:00:00;Reg. broj 153;14.10.2003. 0:00:00;Matija Prskalo;;;;;
KAZ-062;Lutkarska scena "I.B. Mažuranić";01/ 46 40 953;;;Grad Zagreb;Grad Zagreb;Vlaška 106;Umjetnička organizacija;www.scena-ibm.hr;S. Gregurić, K. Gregurić;Grad Zagreb;Grad Zagreb;Vlaška 106;;;;;;;;;2.1.2003. 0:00:00;OV-29, 30/03;3.1.2003. 0:00:00;Reg. broj 139;17.1.2003. 0:00:00;S. Gregurić;;;;;
KAZ-063;KAZALIŠNA TRUPA "LOSOS";37 91 964;;kazalisna.trupa.losos@zg.htnet.hr;Grad Zagreb;Grad Zagreb;M. Divkovića 35;Umjetnička organizacija;;Blanka Bukač i Maja Gregl;Grad Zagreb;Grad Zagreb;M. Divkovića 35;;;;;;;;;15.11.2002. 0:00:00;;15.11.2002. 0:00:00;Reg. broj 135;6.12.2002. 0:00:00;Blanka Bukač;Rješenjem Ministarstva kulture Klasa: UP/I-612-01/02-01-15;6.12.2002. 0:00:00;;;
KAZ-064;SERAFINI;091/ 33 37 571;;info@serafini.hr;Grad Zagreb;Grad Zagreb;Ožujska 3;Umjetnička organizacija;www.serafini.hr;Emil Matešić i Ilijana Pirel;Grad Zagreb;Grad Zagreb;Ožujska 3;;;;;;;;Ur. Broj 532-03-3/6-99-01;25.2.1999. 0:00:00;;;Ur. broj: 532-03-3/6-99-01;25.2.1999. 0:00:00;;;;;Promjena imena "STEREO" u SERAFINI 24.02.2002.  uR. BROJ: 532-03-3/9-01-01;
KAZ-067;UMJETNIČKA DRUŽINA "AUZVINKL";01/  4922 275;;;Grad Zagreb;Grad Zagreb;Trg kralja Tomislava 19;Umjetnička organizacija;;Mladen Juričić i Boris Leiner;Grad Zagreb;Grad Zagreb;Trg kralja Tomislava 19;;;;;;;;;25.9.1996. 0:00:00;;25.9.1996. 0:00:00;Reg. broj 8;22.11.1996. 0:00:00;Mladen Juričić;Rješenje Ministarstva kulture UP/I-612-01/07-01/0027;29.10.2007. 0:00:00;;;
KAZ-068;KANTUNART;091/ 5111 351;;;Grad Zagreb;Grad Zagreb;Utješinovićeva 6;Umjetnička organizacija;;Leo Katunarić i Nikica Turkalj Petrić;Grad Zagreb;Grad Zagreb;Utješinovićeva 6;;;;;;;;Odluka o osnivanju;10.5.2001. 0:00:00;;10.5.2001. 0:00:00;Reg. broj 96;11.6.2001. 0:00:00;Leo Katunarić;Rješenje Ministarstva kulture UP/I-612-01/01-01-14;11.6.2001. 0:00:00;;;
KAZ-069;Umjetnička organizacija "Teatar Prestige";098/ 453 723939;;;Grad Zagreb;Grad Zagreb;Turinina 12;Umjetnička organizacija;;Luka Vidović, Ivica Vidović;Grad Zagreb;Grad Zagreb;Turinina 12, Zagreb, Ivana Rangera 2, Zagreb;;;;;;;;Odluka;22.11.2010. 0:00:00;;22.11.2010. 0:00:00;274;23.11.2010. 0:00:00;Luka Vidović;Klasa: UP/I-612-01/10-01/0028;23.11.2010. 0:00:00;;;
KAZ-070;STUDIO MARTIĆ;01/ 48 54 679;01/ 48 54 679;studio.martic@gmail.com;Grad Zagreb;Grad Zagreb;Preradovićeva 22;Umjetnička organizacija;;Neda Martić i Dora Ruždjak Podolski;Grad Zagreb;Grad Zagreb;Preradovićeva 22;;;;;;;;Odluka o osnivanju umjetničke organizacije;18.2.2008. 0:00:00;;18.2.2008. 0:00:00;Reg. broj 218;1.4.2008. 0:00:00;Neda Martić;Rješenje Ministarstva kulture Klasa: UP/I-612-01/08-01/0008;1.4.2008. 0:00:00;;;
KAZ-189/3;Umjetnička organizacija Kazališna družina "Boom!teatar"    ;098/955 1182;;boomteatar@gmail.com;Grad Zagreb;Grad Zagreb;Supilova 7;Umjetnička organizacija;;Helena Petković, Iva Visković Križan;Grad Zagreb;Grad Zagreb;; ;;;;;;;;20.2.2017. 0:00:00;;21.2.2017. 0:00:00;422;8.3.2017. 0:00:00;Helena Petković;KLASA: UP/I-612-01/17-01/0004;8.5.2024. 0:00:00;;Izmjena: prijenos osnivačkih prava i voditelj/ravnatelj, izmjena Statuta 2.5. 2024.   Prethodna Izmjena: prijenos osnivačkih prava  -Izmijenjeni Statut donesen je 9.5.2019. ;
KAZ-055/1;Kazališna družina Teatar Tirena;0917933062, 091 5967828;;nina@tirena.hr, ines@tirena.hr;Grad Zagreb;Grad Zagreb;Krajiška 17;Umjetnička organizacija;www.tirena.hr;Nina Horvat, Ines Škuflić-Horvat;Grad Zagreb;Grad Zagreb;Krajiška 17;Umjetnička organizacija Teatar Tirena;;;;;;;Odluka;9.2.2011. 0:00:00;;9.5.2024. 0:00:00;280;2.3.2011. 0:00:00;Nina Horvat;UP/I-612-01/11-01/0005;9.5.2024. 0:00:00;;Kazališna družina Teatar Tirena je posebna ustrojstvena jedinica u sklopu Umjetničke organizacije Teatar Tirena. Ravnateljica Kazališne družine i odgovorna osoba Umjetničke organizacije je Nina Horvat. Kazališna družina Teatar Tirena osnovana je Rješenjem Ministarstva 9. svibnja 2024. ;
KAZ-015/9;Gradsko satiričko kazalište Kerempuh;01/ 48 33 354;01/ 48 33 348;kerempuh@kazalistekerempuh.hr;Grad Zagreb;Grad Zagreb;Prolaz Fadila Hadžića 3;Ustanova;www.kazalistekerempuh.hr;Grad Zagreb;Grad Zagreb;Grad Zagreb;Trg Stjepana Radića 1;;;;;;;;Klasa: 612-03/92-01/92, Ur.broj: 251-11-04-92-2;8.4.1992. 0:00:00;123/07;1.3.2007. 0:00:00;Trgovački sud US 574/82, br.reg.uloška: -1-1659;28.12.1982. 0:00:00;Sonja Kovačić;Klasa: UP/I-021-05/21-006/7;22.3.2021. 0:00:00;Ana Maras Harmander, dramska umjetnica predsjednica Vijeća, 4.5.2022.,   Ivan Ožegović, VSS, dramski umjetnik, 10.12.2021.,  Igor Ružić, VSS, kazališni kritičar, 10.12.2021.,  Lana Barić, VSS, dramska umjetnica, 10.12.2021.,  Tomislav Radić, VŠS, pomoćnik voditelja tehnike za održavanje predstava, 4.5.2022.,       ;Izmjene: Odluka o izmjenama i dopunama Statuta (Klasa: 035-03/24-02/08, od 26.6.2024.   Prethodno: imenovanje članova Kazališnog vijeća., Akt o osnivanju: Odluka o izmjeni Odluke o osnivanju, Klasa: 612-03/94-01/22, od 18. 5. 1994.  Statut: izmjene -suglasnost Gradske skupštine na Odluku o izmjenama i dopunama Statuta: Klasa: 021-05/12-01/534, od 29.11.2012., suglasnost Gradske skupštine na Odluku o izmjenama i dopunama Statuta: Klasa: 021-05/13-01/545, 28.11.2013.,   suglasnost Gradske skupštine na Odluku o izmjeni i dopuni Statuta: Klasa: 021-05/15-01/77, od 6.5.2015.   Upis u Trgovački sud: US 574/82, od 14. 6. 1994.   ;
KAZ-286;Umjetnička organizacija Kazališna družina "Glumi bolje";099/5274005;;kazalistegumb@gmail.com;Grad Zagreb;Grad Zagreb;Ulica Vebera Tkalčevića 9;Umjetnička organizacija;;Luka Juričić, Petra Dugandžić;Grad Zagreb;Grad Zagreb;;;;;;;;;;8.4.2024. 0:00:00;;8.4.2024. 0:00:00;621;23.4.2024. 0:00:00;Luka Juričić;;23.4.2024. 0:00:00;;;
KAZ-287;Kazališna družina Tres pas;;;trespasstheatrecompany@gmail.com;Grad Zagreb;Grad Zagreb;Ulica Dobriše Cesarića 5;Umjetnička organizacija;;Boris Barukčić, Lucian Mirdita;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija Studio tres pas;Grad Zagreb;Grad Zagreb;Ulice Dobriše Cesarića 5;;;;;21.12.2022. 0:00:00;;21.12.2022. 0:00:00;593;12.1.2023. 0:00:00;Boris Barukčić;;12.1.2023. 0:00:00;;;
KAZ-290;Kazališna družina "Čistači duša";+38591 5374337;;zoran@ziaproduction.com;Grad Zagreb;Grad Zagreb;Trnjanska cesta 65;Trgovačko društvo;;Zoran Pribičević i Alenka Žganjer Pribičević;Grad Zagreb;Grad Zagreb;;ZIA PRODUKCIJA d.o.o.;Grad Zagreb;Grad Zagreb;Trnjanska cesta 65;;;;OU-560/2024;21.6.2024. 0:00:00;;;Tt-24/26581-2;27.9.2024. 0:00:00;Zoran Pribičević;;21.6.2024. 0:00:00;;;
KAZ-229/1;Kazališna družina ŽabaTeatar;091/1101996;;nina@lovropogorelich.net;Grad Zagreb;Grad Zagreb;Mesnička 24;Umjetnička organizacija;;Lovro Pogorelić, Nina Pogorelić;Grad Zagreb;Grad Zagreb;Mesnička 24;Umjetnička organizacija "Lovro&Nina";Grad Zagreb;Grad Zagreb;Mesnička 24;;;;;6.2.2024. 0:00:00;;6.2.2024. 0:00:00;95;19.10.2023. 0:00:00;Lovro Pogorelić;KLASA: UP/I-612-01/01-01/12;19.10.2023. 0:00:00;;Izmjena: naziv posebne ustrojstvene jedinice.  Kazališna družina ŽabaTeatar je posebna ustrojstvena jedinica u sklopu Umjetničke organizacije "Lovro@Nina". Ravnatelj Kazališne družine i odgovorna osoba Umjetničke organizacije je Lovro Pogorelić.;
KAZ-243/1;Kazališna družina PLEJS     ;091/782 6042;;plejsstudio@gmail.com,dramisimami@gmail.com;Grad Zagreb;Grad Zagreb;Jukićeva 14;Umjetnička organizacija;;Tana Mažuranić, Ana Marija Štefanac,Ivan Ivče;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija Drami si mami;Grad Zagreb;Grad Zagreb;Jukićeva 14;;;;OV-6579/2021;22.7.2021. 0:00:00;;22.7.2021. 0:00:00;546;13.8.2021. 0:00:00;Tana Mažuranić;KLASA: UP/I-612-01/21-01/0027;29.8.2024. 0:00:00;;Izmjena: naziv Kazališne družine, ravnateljica Kazališne družine, kontakt-podaci.  Kazališna družina Plejs je posebna ustrojstvena jedinica u sklopu Umjetničke organizacije Drami si mami. Ravnateljica Kazališne družine i umjetnička voditeljica Umjetničke organizacije je Tana Mažuranić. ;
KAZ-097/3;Kazalište "Hotel Bulić";;;jular77@gmail.com;Grad Zagreb;Grad Zagreb;Horvatnica 45;Umjetnička organizacija;; Oliver Jularić, Marinko Leš;Grad Zagreb;Grad Zagreb;Crvenog križa 3;;;;;;;;Odluka;13.4.2001. 0:00:00;Statut;13.4.2001. 0:00:00;93;9.5.2001. 0:00:00;Oliver Jularić;Klasa: UP/I-612-01/10-01/0006;23.2.2022. 0:00:00;;;
KAZ-295;Kazališna družina "Nu: Write Theatre Festival Zagreb";091/568 0055;;Marko_cindric@hotmail.com;Grad Zagreb;Grad Zagreb;Paljetkova 8;Umjetnička organizacija;;Marko Cindrić, Davor Prah;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija "Nu: Write Theatre Festival Zagreb";Grad Zagreb;Grad Zagreb;Paljetkova 8;;;;;14.3.2016. 0:00:00;;17.3.2016. 0:00:00;407;18.5.2016. 0:00:00;Marko Cindrić;;18.5.2016. 0:00:00;;Kazališna družina "Nu: Write Theatre Festival Zagreb" je posebna ustrojstvena jedinica u sklopu Umjetničke organizacije "Nu: Write Theatre Festival Zagreb". Marko Cindrić je ravnatelj Kazališne družine  i umjetnički voditelj Umjetničke organizacije. ;
KAZ-292;Kazališna družina ORLANDO;;;kd.orlando.2023@gmail.com;Grad Zagreb;Grad Zagreb;Ozaljska 59;Umjetnička organizacija;;Gabrijel Lazić, Espi Tomičić;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija ORLANDO;Grad Zagreb;Grad Zagreb;Ozaljska 59;;;;;5.12.2023. 0:00:00;;5.12.2023. 0:00:00;612;22.12.2023. 0:00:00;Gabrijel Lazić;;22.12.2023. 0:00:00;;Kazališna družina ORLANDO je posebna ustrojstvena jedinica u sklopu Umjetničke organizacije ORLANDO. Gabrijel Lazić je ravnatelj Kazališne družine i umjetnički voditelj Umjetničke organizacije. ;
KAZ-293;Kazališna družina KDR;098/1772242;;katja.grcic@gmail.com;Grad Zagreb;Grad Zagreb;Ulica Koste Vojnovića 34;Umjetnička organizacija;;Katja Grcić, Daria Stilin;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija KADAR;Grad Zagreb;Grad Zagreb;Ulica Koste Vojnovića 34;;;;;23.1.2024. 0:00:00;;23.1.2024. 0:00:00;614;7.2.2024. 0:00:00;Katja Grcić;;7.2.2024. 0:00:00;;Kazališna družina KDR je posebna ustrojstvena jedinica u sklopu Umjetničke organizacije KADAR. Ravnateljica Kazališne družine KDR i umjetnička voditeljica Umjetničke organizacije KADAR je Katja Grcić.;
KAZ-278/1;Kazališna družina Mali teatar/Petit Teatar;+385 98 99 82542;;petit.teatar@gmail.com;Grad Zagreb;Grad Zagreb;Manterovčak 86;Umjetnička organizacija;;Ivan Ožegović, Laura Pribanić;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija Mali teatar/Petit Teatar;Grad Zagreb;Grad Zagreb;Manterovčak 86;;;petit.teatar@gmail.com;OV-1513/2024;26.2.2024. 0:00:00;;25.9.2024. 0:00:00;617;8.3.2024. 0:00:00;Ivan Ožegović;KLASA: UP/I-611-09724-01/0008;30.12.2024. 0:00:00;;Kazališna družina Mali teatar/Petit Teatar je posebna ustrojstvena jedinica u sklopu Umjetničke organizacije Mali teatar/Petit Teatar. Ivan Ožegović je ravnatelj Kazališne družine te umjetnički voditelj i odgovorna osoba Umjetničke organizacije.   Izmjene: prijenos osnivačkih prava, imenovanje umjetničkog voditelja/ravnatelja, statut. ;
KAZ-103/1;Kazališna družina Novo kazalište;091/482 8021;;ibuljan08@gmail.com;Grad Zagreb;Grad Zagreb;Vukotinovićeva 9;Umjetnička organizacija;;Ivica Buljan, Ana Savić Gecan, Anica Tomić;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija Novo kazalište;;;Vukotinovićeva 9;091/482 8021;;ibuljan08@gmail.com;;20.2.2025. 0:00:00;;13.2.2025. 0:00:00;138;20.2.2025. 0:00:00;Ivica Buljan;Klasa: UP/I-612-01/02-01/21;20.2.2025. 0:00:00;;Kazališna družina Novo kazalište je posebna ustrojstvena jedinica u sklopu Umjetničke organizacije Novo kazalište. Ivica Buljan je ravnatelj Kazališne družine i umjetnički voditelj Umjetničke organizacije.  ;
KAZ-298;Umjetnička organizacija Kazališna družina Maro;091/200 7706;;ankicadobric.ad@gmail.com;Grad Zagreb;Grad Zagreb;Gundulićeva 29 A;Umjetnička organizacija;;Ankica Dobrić, Goran Mećava;Grad Zagreb;Grad Zagreb;;;;;;;;;;27.12.2024. 0:00:00;;27.12.2024. 0:00:00;642;17.1.2025. 0:00:00;Ankica Dobrić;;17.1.2025. 0:00:00;;;
KAZ-104/3;Umjetnička organizacija "Kazališna družina Kufer"                                         ;091/5589 117;;produkcija.kufer@gmail.com;Grad Zagreb;Grad Zagreb;Kružna 80;Umjetnička organizacija;;Nikolina Rafaj, Romana Brajša;Grad Zagreb;Grad Zagreb;;;;;;;;;Odluka;15.2.2000. 0:00:00;;15.2.2000. 0:00:00;68;12.5.2000. 0:00:00;Nikolina Rafaj;Klasa: UP/I-612-01/00-01/06;23.12.2024. 0:00:00;;Izmjena: prijenos osnivačkih prava s Ivana Penovića na Nikolinu Rafaj, koja je ravnatelj i odgovorna osoba U.o.  Prethodne izmjene: prijenos osnivačkih prava s NIne Križan i Vedrane Klepice na Ivana Penovića i Romanu Brajša, sjedište i odgovorna osoba.  Prethodno:   Prijenos osnivačkih prava s Franke Perković i Dore Ruždjak na Petru Glad i Vedranu Klepicu te potom na Ninu Križan, promjena adrese. ;
KAZ-239/1;Umjetnička organizacija Kazališna družina Empiria teatar                   ;099/3045 818;;Empiria.teatar@gmail.com;Grad Zagreb;Grad Zagreb;Šenoina ulica 9;Umjetnička organizacija;www.empiria-teatar.com;Damian Humski, Nika Bokić;Grad Zagreb;Grad Zagreb;;;;;;;;;;24.2.2021. 0:00:00;;24.2.2021. 0:00:00;530;19.4.2021. 0:00:00;Damian Humski;KLASA: UP/I-612-01/21-01/0009;10.1.2025. 0:00:00;;Izmjene: prijenos osnivačkih prava, imenovanje voditelja i odgovorne osobe.;
KAZ-014/9;Zagrebačko kazalište mladih  ;01/ 48 72 568;01/ 48 72 568;office@zekaem.hr;Grad Zagreb;Grad Zagreb;Teslina 7;Ustanova;www.zekaem.hr;Grad Zagreb;Grad Zagreb;Grad Zagreb;;;;;;;;;Klasa: 612-03/92-01/93, Ur.broj: 251-11-04-92-3, odluka Skupštine Grada Zagreba;29.6.1992. 0:00:00;207/25;5.2.2025. 0:00:00;Fi-23245/92;12.2.1993. 0:00:00;Snježana Abramović Milković;Klasa: UP/I-007-01/22-0003/23;27.1.2022. 0:00:00;Damir Markovina, VSS, dramski umjetnik, 22.12.2021.  Ivana Ivković, VSS, dramaturginja, 22.12.2021.  dr. Una Bauer,  22.12.2021.   Ugo Korani, VSS, magistar glume, 20.12.2023.  Milica Sinkauz, VSS, dipl. lingvistica, 19.6.2024.   ;Izmjena: donošenje Statuta  Prethodne izmjene: Izmjena: član Kazališnog vijeća, izmjene i dopune Statuta.   Prethodna izmjena:  član Kazališnog vijeća  Izmjene statuta: Gradska skupština usvojila Prijedlog odluke o izmjenama i dopunama Statuta (Klasa: 024-01/24-03/226), od 28.5. 2024. i  (Klasa: 024-01/23-03/214), od 23. svibnja 2023., suglasnost Gradske skupštine na Odluku o izmjenama i dopunama Statuta: Klasa: 021-05/13-01/550, od 29. 11. 2013. , Klasa: 021-05/14-01/340, od 10.10.2014., Klasa: 021-05/15-01/228, od 22.10.2015., Odluka o izmjenama i dopunama Statuta od 8. 2. 2022. (suglasnost Gradske skupštine Grada Zagreba 024-01/22-03/73 od 25. 2. 2022.)  Odluka Gradske skupštine Grada Zagreba o promjeni sjedišta ZKM-a (klasa: 021-05/15-01/114, od 2.6. 2015.);
KAZ-156/2;Kazališna družina Zagrebački plesni ansambl;098/663764;;info@zagrebackiplesniansambl.hr;Grad Zagreb;Grad Zagreb;Gradišćanska 32;Umjetnička organizacija;;Petra Glad Mažar, Petra Valentić;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija Zagrebački plesni ansambl;;;Gradiščanska 32;;;info@zagrebackiplesniansambl.hr;Odluka;10.3.2025. 0:00:00;;10.3.2025. 0:00:00;18;13.1.1997. 0:00:00;Petra Glad Mažar;UP/I-612-01/10-01/0003;11.3.2025. 0:00:00;;Kazališna družina Zagrebački plesni ansambl je posebna ustrojstvena jedinica u sklopu Umjetničke organizacije Zagrebački plesni ansambl. Umjetnička voditeljica Umjetničke organizacije je ujedno i ravnateljica Kazališne družine.   Izmjene: prijenos osnivačkih prava, osnivanje posebne ustrojstvene jedinice, imenovanje umjetničkog voditelja i osobe ovlaštene za zastupanje, promjena adrese, statuta.   Prethodne izmjene: prijenos osnivačkih prava, imenovanje osobe ovlaštene za zastupanje.;
KAZ-073;PROLEGOMENA ART;36 36 331;36 36 331;prolegomena_art@hi.t-com.hr;Grad Zagreb;Grad Zagreb;Horvaćanska cesta 31/d;Umjetnička organizacija;;Eduard Tomičić, Aleksandar Cvjetković i Luka Kunčević;Grad Zagreb;Grad Zagreb;Horvaćanska cesta 31/d;;;;;;;;OV-7786/2005, OV-7787/2005, OV-7788/2005.;9.6.2005. 0:00:00;;9.6.2005. 0:00:00;Reg. broj 184;21.6.2005. 0:00:00;Eduard Tomičić;Rješenjem Ministarstva kulture Klasa: UP/I-612-01/05-01/12, Urbroj: 532-10-03/4-05-02;21.6.2005. 0:00:00;;;
KAZ-075;DJEČJA ČAROBNA SCENA d.o.o.;01/613 18 79, 098/552 226;01/613 18 79;djecja_carobna_scena@yahoo.com;Grad Zagreb;Grad Zagreb;Rakitovečka 9;Trgovačko društvo;;Krešo Paleščak;Grad Zagreb;Grad Zagreb;Rakitovečka 9;;;;;;;;Odluka;10.11.1992. 0:00:00;;9.3.1993. 0:00:00;Broj upisa: 1, Broj rješenja: FI-19693/92;9.3.1993. 0:00:00;Zdravko Valentin Paleščak;Nova izjava o usklađenju: Tt-05/10288-2;31.10.1995. 0:00:00;;Promjene: član Uprave, prijenos osnivačkih prava sa Krešo Paleščak na Zdravko Valentin Paleščak. ;
KAZ-076;Kazalište "ULYSSES";01/6602970;01/6604009;pds@Zg.t-com.hr;Grad Zagreb;Grad Zagreb;Viktora Kovačića 16;Umjetnička organizacija;www.ulysses.hr;Danilo Šerbedžija, Rade Šerbedžija;Grad Zagreb;Grad Zagreb;Desinička 4, Zagreb, Tomašićeva 11, Zagreb,;;;;;;;;Odluka o osnivanju;15.1.2001. 0:00:00;;15.1.2001. 0:00:00;86;27.2.2001. 0:00:00;Danilo Šerbedžija;UP/I-612-01/01-01-03;9.10.2008. 0:00:00;;;
KAZ-080;KAZALIŠNA DRUŽINA "DUGA";01/48 56 694;;;Grad Zagreb;Grad Zagreb;Gundulićeva 63;Umjetnička organizacija;;Slavica Jukić, Zvonimir Torjanac, Marija Kohn, Krešimir Marmilić;Grad Zagreb;Grad Zagreb;Gundulićeva 64, Zagreb, Vlaška 70, Zagreb, Bartolići 35, Zagreb, Nova cesta 188, Zagreb,;;;;;;;;Odluka;2.3.1997. 0:00:00;;2.3.1997. 0:00:00;32;23.9.1997. 0:00:00;Slavica Jukić;UP/I-612-01/07-01/0029;3.12.2007. 0:00:00;;;
KAZ-081;MONTAŽSTROJ stalna kazališna družina d.o.o.;01/ 4922 659, 095/ 8496 111;;borut@montazstroj.com;Grad Zagreb;Grad Zagreb;Đorđićeva 7;Trgovačko društvo;www.montazstroj.com;Borut Šeparović;Grad Zagreb;Grad Zagreb;Đorđićeva 7;;;;;;;;Klasa: 037-02/92-16943;10.9.1992. 0:00:00;;;Fi -14272/92;2.10.1992. 0:00:00;Borut Šeparović;Klasa: 037-02/92-16943;10.9.1992. 0:00:00;Borut Šeparović, dipl. komparatist književnosti i prof. filozofije, zastupa Društvo pojedinačno i samostalno;;
KAZ-082;Kazalište Tvornica Lutaka;01/4640131,098/614977;;tvornica-lutaka@yahoo.com;Grad Zagreb;Grad Zagreb;Medvedgradska 68;Umjetnička organizacija;;Leon Lučev, Mario Kovač;Grad Zagreb;Grad Zagreb;Heinzelova 47, Vinogradska 20;;;;;;;;Odluka;20.5.2008. 0:00:00;;20.5.2008. 0:00:00;232;27.10.2008. 0:00:00;Leon Lučev;Klasa: UP/I-612-01/08-01/0025;27.10.2008. 0:00:00;;;
KAZ-084;Aplauz Teatar;098/478489;;marko.juraga@gmail.com;Grad Zagreb;Grad Zagreb;Zvonimirova 67;Umjetnička organizacija;;Marko Juraga, Boris Barberić;Grad Zagreb;Grad Zagreb;Zvonimirova 67, Lj. Posavskog 6;;;;;;;;;3.7.2009. 0:00:00;;3.7.2009. 0:00:00;240;7.7.2009. 0:00:00;Marko Juraga;UP/1-612-01/09-01/0012;7.7.2009. 0:00:00;;;
KAZ-003/1;Umjetnička organizacija "Bezimeno Autorsko Društvo" - kazališna družina;098/ 317 586;;badco@badco.hr;Grad Zagreb;Grad Zagreb;Kozarčeva 28;Umjetnička organizacija;;Goran Pristaš, Pravdan Devlahović;Grad Zagreb;Grad Zagreb;Kozarčeva 28, Samoborska 122;;;;;;;;;15.9.2000. 0:00:00;;15.9.2000. 0:00:00;82;8.12.2000. 0:00:00;Goran Pristaš; Rješenje MK Klasa: UP/I -612-01/00-01-21;8.12.2000. 0:00:00;;Izmjene: prijenos osnivačkih prava -Rješenje MK -klasa: UP/I-612-01/07-01/0024, 11.2. 2007.                promjena sjedišta umjetničke organizacije;
